LOOPNr,ID,method,DGUnr,Depth (m),F⁻ [mg/L],Cl⁻ [mg/L],Br⁻ [mg/L],NO₃⁻ [mg/L],PO₄⁻ [mg/L],SO₄²⁻ [mg/L],NH₄⁺ [μg/L],DOC [mg/L],TIC [mg/L],δ¹⁸O [‰],δD [‰],Al³⁺ [mg/L],Ba²⁺ [mg/L],Ca²⁺ [mg/L],Fe²⁺ [mg/L],K⁺ [mg/L],Mg²⁺ [mg/L],Mn²⁺ [mg/L],Na⁺ [mg/L],Ni²⁺ [mg/L],Sr²⁺ [mg/L],Fe(II)_FA [mg/kg],Fe(total)_FA [mg/kg],Fe(II)/Fe(total) [-],GW_Al³⁺ [mg/L],GW_Ba²⁺ [mg/L],GW_Ca²⁺ [mg/L],GW_Fe²⁺ [mg/L],GW_K⁺ [mg/L],GW_Mg²⁺ [mg/L],GW_Mn²⁺ [mg/L],GW_Na⁺ [mg/L],GW_Ni²⁺ [mg/L],GW_Sr²⁺ [mg/L],GW_pH [-],GW_Cond [µS/cm],GW_DO [mg/L],GW_F⁻ [mg/L],GW_Cl⁻ [mg/L],GW_Br⁻ [mg/L],GW_NO₃⁻ [mg/L],GW_PO₄³⁻ [mg/L],GW_SO₄²⁻ [mg/L],GW_δ¹⁸O [‰],GW_δD [‰]
DEMO,D1A,GeoProbe,46.2001,13.67,0.21,26.31,0.17,24.66,,45.26,810.89,61.67,32.94,-7.25,-47.51,0.07,0.07,72.76,0.27,3.16,6.01,0.15,19.71,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D1A,GeoProbe,46.2001,13.75,,,,,,,,,,,,,,,,,,,,,,23.7,146.8,0.16,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,2.49,,,,,,,,,,,,,,,,,,,,,,5.4,201.7,0.03,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,2.63,0.37,16.89,0.09,37.22,,26.89,,11.48,2.73,-7.39,-48.51,0.08,0.07,19.46,0.01,0.76,5.0,0.03,10.16,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,4.32,,,,,,,,,,,,,,,,,,,,,,4.2,275.0,0.02,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,SP15(0.25),46.2002,4.5,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,69.81,0.3,2.52,7.27,0.2,10.66,0.08,0.2,8.03,432.0,0.7,0.04,12.36,0.05,17.19,0.02,10.81,-7.15,-47.89
DEMO,D4,GeoProbe,46.2002,4.65,1.27,27.51,0.16,53.44,,41.29,,8.69,28.61,-6.98,-45.71,0.08,0.02,69.08,0.23,1.21,10.02,0.0,10.67,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,SP15(0.25),46.2002,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,70.2,0.31,1.36,6.31,0.02,8.91,0.01,0.19,7.89,432.0,0.7,0.03,24.29,0.1,36.95,0.03,21.77,-7.35,-48.81
DEMO,D4,GeoProbe,46.2002,5.43,,,,,,,,,,,,,,,,,,,,,,32.5,120.6,0.27,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,SP15(0.25),46.2002,5.5,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.01,77.78,0.53,1.92,6.67,0.03,9.69,0.01,0.21,7.78,471.0,0.7,0.04,22.63,0.09,27.56,0.01,39.05,-7.37,-48.88
DEMO,D4,GeoProbe,46.2002,5.81,0.2,27.97,0.12,38.25,,28.68,32.86,42.78,35.07,-7.46,-48.64,0.09,0.09,77.49,0.27,2.92,9.54,0.01,17.22,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,SP15(0.25),46.2002,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,83.09,0.41,1.66,6.89,0.08,11.11,0.01,0.2,7.46,484.0,0.2,0.04,21.28,0.09,0.17,0.02,72.33,-7.21,-48.18
DEMO,D4,GeoProbe,46.2002,6.15,,,,,,,,,,,,,,,,,,,,,,219.3,375.6,0.58,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,6.45,0.05,24.83,0.13,0.29,,88.77,67.46,38.72,37.64,-7.42,-49.24,0.08,0.06,92.19,0.36,2.58,9.31,0.02,21.66,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,6.99,,,,,,,,,,,,,,,,,,,,,,231.5,236.1,0.98,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,7.28,0.11,21.68,0.11,6.4,,72.05,16.1,,38.19,-7.42,-48.81,0.56,0.02,75.05,0.33,1.32,7.52,0.01,15.9,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4,GeoProbe,46.2002,8.5,,,,,,,,,,,,,,,,,,,,,,280.9,289.0,0.97,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,3.53,0.98,26.68,0.12,32.05,,41.22,40.57,14.74,0.26,,,0.34,0.04,14.63,0.04,0.29,4.71,0.01,8.51,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,3.62,,,,,,,,,,,,,,,,,,,,,,0.5,80.8,0.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,4.71,0.22,27.79,0.12,42.77,,34.62,28.37,,12.41,-6.94,-45.84,0.19,0.01,43.16,0.16,1.02,4.33,0.0,9.41,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,4.84,,,,,,,,,,,,,,,,,,,,,,2.1,142.1,0.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,5.93,,,,,,,,,,,,0.18,0.15,63.8,0.24,2.03,5.02,0.02,42.42,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,6.06,,,,,,,,,,,,,,,,,,,,,,1.5,146.9,0.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,6.8,2.12,32.19,0.16,42.35,,59.58,,,,,,0.14,0.25,68.27,0.31,1.77,4.53,0.01,42.65,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,7.28,3.06,39.44,0.19,41.22,,64.44,,,,,,,,,,,,,,,,211.9,261.8,0.81,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,8.07,,,,,,,,,,,,0.51,0.05,63.96,0.72,4.24,7.5,0.03,31.86,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,9.0,,,,,,,,,,,,,,,,,,,,,,275.8,254.9,1.08,,,,,,,,,,,,,,,,,,,,,
DEMO,D4A,GeoProbe,46.2003,9.72,,,,,,,,,,,,,,,,,,,,,,296.0,284.4,1.04,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,2.53,0.73,24.19,0.1,46.12,,33.15,119.09,17.37,0.59,-7.21,-47.63,0.12,0.1,17.77,-0.03,0.98,5.24,0.05,11.46,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,4.75,0.51,28.41,0.12,64.42,,31.94,115.12,17.05,1.87,-7.06,-46.37,0.2,0.08,18.04,0.0,1.32,10.18,0.02,11.99,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,4.92,,,,,,,,,,,,,,,,,,,,,,1.5,198.6,0.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,5.05,0.36,28.47,0.13,58.92,,33.19,138.81,12.8,2.09,-7.13,-46.33,0.1,0.02,18.31,-0.02,1.49,9.87,0.03,11.94,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,6.19,,,,,,,,,,,,0.02,0.08,71.34,0.22,2.18,10.79,0.05,48.75,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,6.32,,,,,,,,,,,,,,,,,,,,,,1280.6,1216.4,1.05,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,7.24,,,,,,,,,,,,,,,,,,,,,,2200.4,2205.2,1.0,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,8.46,,,,,,,,,,,,,,,,,,,,,,1442.6,1387.7,1.04,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,9.49,0.13,35.03,0.15,0.26,,87.69,63.79,12.84,17.64,-7.24,-47.68,0.01,0.05,65.83,0.2,1.67,4.05,0.04,19.91,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,9.62,,,,,,,,,,,,,,,,,,,,,,451.2,408.7,1.1,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,10.15,0.28,27.88,0.14,0.3,,89.8,47.53,,,-7.31,-47.45,0.03,0.07,66.44,0.21,2.9,3.62,0.01,19.93,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,10.28,,,,,,,,,,,,,,,,,,,,,,237.5,224.8,1.06,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,10.51,0.36,28.46,0.15,0.36,,82.31,,,23.67,,,0.03,0.06,70.48,0.24,1.97,4.22,0.03,18.62,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,10.94,,,,,,,,,,,,,,,,,,,,,,629.3,625.7,1.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,11.51,,,,,,,,,,,,,,,,,,,,,,1501.3,1414.9,1.06,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,SP15(0.25),46.2004,12.3,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,88.2,0.4,3.58,5.93,0.3,20.26,0.01,0.21,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,13.3,0.22,30.49,0.15,18.19,,69.39,46.03,50.15,34.06,-7.24,-47.77,0.02,0.04,81.05,0.27,2.0,6.71,0.64,20.05,0.01,0.21,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,13.38,,,,,,,,,,,,,,,,,,,,,,23.5,225.7,0.1,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,14.52,0.29,45.22,0.16,39.97,,80.74,,65.28,23.19,-7.57,-51.25,0.05,0.07,78.25,0.24,2.09,6.2,0.04,29.33,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,14.6,,,,,,,,,,,,,,,,,,,,,,6.7,43.2,0.16,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,15.74,0.13,37.65,0.16,12.54,,107.5,19.62,53.65,31.65,-7.76,-52.4,0.06,0.03,76.91,0.2,2.21,5.26,0.01,30.96,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D5,GeoProbe,46.2004,15.82,,,,,,,,,,,,,,,,,,,,,,15.2,110.7,0.14,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,2.3,1.04,32.66,0.16,0.82,,105.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,3.57,,,,,,,,,,,,0.06,0.03,32.94,0.08,2.28,9.92,0.09,58.9,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,4.66,,,,,,,,,,,,,,,,,,,,,,0.2,55.5,0.0,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,4.79,1.18,59.36,0.34,64.69,,57.09,,11.24,,,,0.06,0.05,31.39,0.12,2.86,9.43,0.05,47.95,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,5.93,0.27,29.71,0.19,33.84,,34.26,30.13,16.15,2.05,-6.88,-46.15,0.03,0.08,17.6,0.03,1.87,4.79,0.09,22.69,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,6.06,,,,,,,,,,,,,,,,,,,,,,0.2,35.7,0.0,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,SP15(0.25),55.2815,6.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.05,21.22,0.29,0.92,7.68,0.16,11.85,0.03,0.15,6.62,249.0,6.3,0.08,20.43,0.12,36.78,,28.87,-7.06,-45.9
DEMO,D6,SP15(0.25),55.2815,7.1,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.05,40.84,0.46,1.87,11.17,0.25,13.25,0.03,0.24,7.22,355.0,5.0,0.31,22.03,0.13,39.77,0.01,31.33,-7.15,-45.89
DEMO,D6,GeoProbe,55.2815,7.15,,27.02,0.17,48.04,,34.27,157.91,,46.28,-6.91,-45.21,0.0,0.08,80.86,0.31,3.8,10.28,0.03,19.22,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,7.28,,,,,,,,,,,,,,,,,,,,,,22.8,83.9,0.27,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,SP15(0.25),55.2815,7.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,81.16,0.34,2.44,9.67,0.06,12.39,0.01,0.28,7.99,495.0,4.0,0.14,20.05,0.13,45.33,0.01,29.69,-7.05,-45.33
DEMO,D6,GeoProbe,55.2815,8.42,0.09,33.32,0.16,8.59,,55.57,47.74,44.42,27.78,-7.21,-48.46,0.08,0.06,64.93,0.25,2.56,4.27,0.0,18.38,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,8.5,,,,,,,,,,,,,,,,,,,,,,73.7,183.9,0.4,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,SP15(0.25),55.2815,8.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,85.83,0.78,2.87,4.32,0.09,18.51,0.02,0.24,8.04,503.0,0.3,0.12,34.85,0.15,6.49,,58.86,-7.27,-48.14
DEMO,D6,GeoProbe,55.2815,8.84,0.22,41.72,0.18,0.25,,67.9,35.18,44.45,31.38,-7.52,-49.6,0.07,0.05,70.69,0.26,3.5,3.26,0.01,25.23,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,SP15(0.25),55.2815,9.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04,108.91,2.34,2.29,4.65,0.14,28.9,0.01,0.32,8.08,677.0,0.1,0.11,52.81,0.18,0.01,,90.84,-7.61,-51.77
DEMO,D6,GeoProbe,55.2815,9.64,0.39,52.35,0.19,0.19,,90.55,94.85,47.5,31.79,-7.74,-51.41,0.07,0.07,82.91,0.32,3.09,3.28,0.01,30.57,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,9.72,,,,,,,,,,,,,,,,,,,,,,280.2,268.7,1.04,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,10.59,,,,,,,,,,,,,,,,,,,,,,341.9,378.9,0.9,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,10.9,0.29,58.62,0.21,0.28,,97.22,203.73,49.82,35.78,-7.87,-52.17,0.06,0.06,94.3,0.37,2.68,4.05,0.02,33.5,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,SP15(0.25),55.2815,11.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,103.2,3.25,4.41,5.02,0.27,32.81,0.03,0.3,8.14,689.0,0.1,0.11,49.69,0.18,0.06,,88.56,-7.91,-52.63
DEMO,D6,GeoProbe,55.2815,12.08,0.26,53.69,0.26,0.27,,98.09,1164.07,9.3,34.03,-7.96,-52.57,0.06,0.07,95.25,0.37,3.16,4.4,0.02,33.05,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,12.16,,,,,,,,,,,,,,,,,,,,,,276.6,263.6,1.05,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,12.59,0.41,62.99,0.26,0.28,,94.63,176.35,32.15,22.37,,,0.02,0.07,70.16,0.25,3.55,3.74,0.02,40.2,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,GeoProbe,55.2815,13.17,,,,,,,,,,,,,,,,,,,,,,377.1,380.6,0.99,,,,,,,,,,,,,,,,,,,,,
DEMO,D6,SP15(0.25),55.2815,13.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.04,109.19,3.66,2.49,5.12,0.25,33.17,0.02,0.32,7.94,690.0,0.1,0.11,53.24,0.18,0.01,,88.72,-7.79,-52.87
DEMO,D6,SP15(0.25),55.2815,15.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,94.17,3.2,2.42,4.66,0.23,31.02,0.02,0.3,8.02,609.0,0.1,0.09,43.4,0.16,0.01,,79.86,-8.14,-53.59
DEMO,D6,SP15(0.25),55.2815,17.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,87.64,2.5,2.23,4.22,0.2,24.75,0.02,0.28,8.13,559.0,0.1,0.1,38.4,0.15,0.01,,73.52,-7.95,-54.77
DEMO,D6,SP15(0.25),55.2815,19.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,90.27,2.5,2.23,4.48,0.17,24.87,0.01,0.29,8.01,570.0,0.3,0.11,38.88,0.15,0.01,,77.34,-8.06,-54.35
DEMO,D6,SP15(0.25),55.2815,20.6,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,85.08,2.49,2.36,4.3,0.2,23.99,0.02,0.28,7.99,549.0,0.3,0.12,37.81,0.15,0.01,,74.24,-8.2,-54.9
DEMO,D6,SP15(0.25),55.2815,21.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,87.81,2.14,2.4,4.26,0.19,24.01,0.01,0.28,7.94,541.0,0.1,0.13,34.95,0.14,0.01,,69.23,-8.16,-54.77
DEMO,D6,SP15(0.25),55.2815,22.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,85.74,2.06,1.89,4.07,0.17,21.83,0.01,0.27,7.84,540.0,0.3,0.12,38.54,0.15,0.01,,73.28,-8.16,-54.97
DEMO,D6,SP15(0.25),55.2815,23.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,90.2,2.28,2.4,4.31,0.18,23.65,0.02,0.28,7.86,560.0,0.3,0.12,39.29,0.16,0.01,,74.98,-8.19,-54.74
DEMO,D6,SP15(0.25),55.2815,24.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,87.67,2.23,2.32,4.41,0.17,24.81,0.01,0.29,7.74,563.0,0.1,0.12,40.24,0.16,0.01,,76.78,-8.01,-54.61
DEMO,D6,SP15(0.25),55.2815,25.6,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,88.34,1.89,2.03,4.31,0.12,24.66,0.01,0.29,7.47,558.0,0.4,0.09,39.19,0.15,0.01,,74.78,-7.9,-54.61
DEMO,D7,GeoProbe,55.2816,4.62,,,,,,,,,,,,,,,,,,,,,,0.2,42.4,0.01,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,4.75,,30.84,0.21,73.16,,54.63,78.64,15.68,1.72,,,0.06,0.07,26.5,0.06,12.2,9.44,0.21,30.83,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,5.84,,,,,,,,,,,,,,,,,,,,,,4.2,28.7,0.15,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,5.97,,,,,,,,,,,,0.03,0.03,34.3,0.1,3.27,8.91,0.03,67.01,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,7.16,0.27,72.65,0.19,31.81,,46.46,44.07,11.05,26.67,-7.47,-48.99,0.03,0.05,50.0,0.15,2.59,7.12,0.27,54.44,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,7.29,,,,,,,,,,,,,,,,,,,,,,33.2,76.5,0.43,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,SP15(0.25),55.2816,7.32,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,52.59,0.85,1.51,5.61,0.11,42.51,0.01,0.18,7.56,486.0,2.4,0.11,29.26,0.1,25.13,0.01,38.37,-7.41,-48.72
DEMO,D7,GeoProbe,55.2816,8.37,0.18,26.35,0.15,27.0,,50.58,14.69,14.52,26.82,-7.35,-48.0,0.52,0.02,62.33,0.64,2.22,6.28,0.25,19.7,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,8.5,,,,,,,,,,,,,,,,,,,,,,123.2,266.4,0.46,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,SP15(0.25),55.2816,8.54,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,64.51,0.94,1.52,5.63,0.1,13.73,0.01,0.18,7.59,403.0,4.9,0.08,19.67,0.13,36.47,,38.81,-7.38,-47.46
DEMO,D7,SP15(0.25),55.2816,9.15,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.02,66.16,1.62,1.78,5.96,0.15,13.93,0.01,0.19,7.68,418.0,4.3,0.07,20.5,0.13,36.95,,40.21,-7.49,-47.54
DEMO,D7,GeoProbe,55.2816,9.39,0.26,23.58,0.15,39.1,,42.04,,,,,,0.11,0.05,60.36,0.25,6.98,5.83,0.36,30.03,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,9.72,,,,,,,,,,,,,,,,,,,,,,10.1,58.1,0.17,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,SP15(0.25),55.2816,9.76,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,76.05,1.24,1.78,6.76,0.33,14.8,0.01,0.22,7.71,464.0,2.5,0.09,22.74,0.13,32.51,,47.81,-7.54,-48.22
DEMO,D7,GeoProbe,55.2816,10.61,0.16,29.67,0.15,24.93,,63.89,33.67,53.53,34.25,-7.45,-48.29,0.08,0.02,53.57,0.18,1.75,5.65,0.05,17.06,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,10.94,,,,,,,,,,,,,,,,,,,,,,16.4,81.9,0.2,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,SP15(0.25),55.2816,10.98,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,92.05,2.78,1.97,5.85,0.24,18.33,0.02,0.27,7.8,562.0,0.6,0.09,30.96,0.15,10.71,,72.3,-8.08,-50.62
DEMO,D7,GeoProbe,55.2816,11.87,0.41,33.74,0.22,7.04,,63.3,1199.98,42.81,33.19,-7.5,-48.48,0.08,0.03,73.65,0.25,7.78,8.01,0.05,19.04,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,GeoProbe,55.2816,12.16,,,,,,,,,,,,,,,,,,,,,,16.9,93.8,0.18,,,,,,,,,,,,,,,,,,,,,
DEMO,D7,SP15(0.25),55.2816,12.2,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,91.59,1.79,2.02,4.87,0.31,19.99,0.01,0.29,7.96,557.0,0.5,0.09,35.36,0.15,0.72,,83.04,-8.34,-53.05
DEMO,D7,SP15(0.25),55.2816,13.42,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,95.12,2.22,2.84,5.43,0.23,19.44,0.02,0.29,7.76,584.0,0.2,0.1,34.29,0.16,17.12,,73.53,-7.9,-51.32
DEMO,D7,SP15(0.25),55.2816,14.64,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,95.72,4.22,2.77,6.13,0.18,21.02,0.02,0.26,7.76,599.0,0.4,0.1,37.16,0.17,24.15,,72.17,-7.69,-51.12
DEMO,D7,SP15(0.25),55.2816,15.86,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.03,92.27,3.89,2.63,5.46,0.2,19.49,0.02,0.26,7.75,573.0,0.3,0.09,32.08,0.15,18.95,,69.88,-7.52,-50.22
DEMO,D7,SP15(0.25),55.2816,18.3,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,112.82,3.78,4.16,5.42,0.2,23.81,0.02,0.32,8.02,670.0,0.3,0.1,39.13,0.17,5.05,,82.85,-7.79,-50.87
DEMO,D7,SP15(0.25),55.2816,20.74,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,109.61,3.54,3.75,5.48,0.18,23.67,0.01,0.31,8.21,660.0,0.2,0.1,38.46,0.17,0.01,,94.39,-8.13,-52.77
DEMO,D7,SP15(0.25),55.2816,23.18,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04,109.25,4.57,3.32,5.29,0.18,23.2,0.01,0.31,8.19,646.0,0.3,0.11,36.95,0.18,0.01,,89.43,-7.74,-50.34
DEMO,D7,SP15(0.25),55.2816,25.62,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.04,114.8,4.56,2.72,5.27,0.17,25.75,0.02,0.33,7.98,685.0,1.2,0.09,37.54,0.15,0.01,,86.29,-8.13,-52.94
